basic_tfactortx_id;basic_gene_symbol;basic_ensembl_gene_id;basic_hgnc_id;basic_ncbi_gene_id;basic_protein_name;basic_uniprot_id;basic_jaspar_url;basic_open_targets_url;basic_tf_superclass;basic_tf_class;basic_tf_family;sort_disease_ot_ard_aging_sum_rank;sort_disease_ot_ard_aging_overall_rank;sort_disease_ot_total_assoc_score_rank;sort_disease_ot_ard_total_assoc_count_score_rank;sort_aging_summary_total_db_entries_count_rank;sort_dev_summary_dev_level_category;disease_ot_total_assoc_count;disease_ot_total_assoc_score;disease_ot_total_assoc_count_rank;disease_ot_total_assoc_score_rank;disease_ot_lowconf_count;disease_ot_lowconf_score;disease_ot_lowconf_count_rank;disease_ot_lowconf_score_rank;disease_ot_modconf_count;disease_ot_modconf_score;disease_ot_modconf_count_rank;disease_ot_modconf_score_rank;disease_ot_hiconf_count;disease_ot_hiconf_score;disease_ot_hiconf_count_rank;disease_ot_hiconf_score_rank;disease_ot_ard_disease_count;disease_ot_ard_total_score;disease_ot_ard_disease_count_rank;disease_ot_ard_total_score_rank;disease_ot_ard_strongest_linked_disease;disease_age-related hearing impairment;disease_age-related hearing impairment_rank;disease_age-related macular degeneration;disease_age-related macular degeneration_rank;disease_Alzheimer disease;disease_Alzheimer disease_rank;disease_atherosclerosis;disease_atherosclerosis_rank;disease_benign prostatic hyperplasia;disease_benign prostatic hyperplasia_rank;disease_cancer;disease_cancer_rank;disease_chronic obstructive pulmonary disease;disease_chronic obstructive pulmonary disease_rank;disease_heart failure;disease_heart failure_rank;disease_Ischemic stroke;disease_Ischemic stroke_rank;disease_myocardial infarction;disease_myocardial infarction_rank;disease_non-alcoholic fatty liver disease;disease_non-alcoholic fatty liver disease_rank;disease_osteoarthritis;disease_osteoarthritis_rank;disease_Osteoporosis;disease_Osteoporosis_rank;disease_Parkinson disease;disease_Parkinson disease_rank;disease_sarcopenia;disease_sarcopenia_rank;disease_type 2 diabetes mellitus;disease_type 2 diabetes mellitus_rank;aging_summary_total_db_entries_count;aging_summary_total_db_entries_count_norm;aging_summary_human;aging_summary_mm_influence;aging_summary_ce_influence;aging_summary_dm_influence;aging_PMID35343830_ce;aging_PMID35343830_dm;aging_PMID35343830_mm;aging_PMID35343830_human;aging_hagr_genage_human_inclusion;aging_hagr_genage_ce_influence;aging_hagr_genage_dm_influence;aging_hagr_genage_mm_influence;aging_hagr_cellage_effect;aging_hagr_longevitymap_entries;aging_agingreg_human_influence;aging_senequest_total_entries;aging_opengenes_ce_influence;aging_opengenes_dm_influence;aging_opengenes_mm_influence;aging_opengenes_human_longevity_assoc;dev_summary_total_db_entries_count;dev_summary_dev_level_category;dev_summary_dev_level_category_note;dev_pharos_tcrd_tdl;dev_dgidb_all_drugs;dev_dgidb_MOA_drugs;dev_ttd_approved_drugs;dev_chembl_target_id;dev_chembl_target_name;dev_chembl_target_type;dev_chembl_compounds;dev_chembl_activites;dev_chembl_drug_count;dev_chembl_max_phase;dev_chembl_modality_list;dev_chembl_first_approval_min
TFTX_1232;ZNF304;ENSG00000131845;HGNC:13505;57343;Zinc finger protein 304 (KRAB-containing zinc finger protein);Q9HCX3;#N/A;https://platform.opentargets.org/target/ENSG00000131845;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.4 Factors with multiple dispersed zinc fingers;2944;1183;1366;1140;407;5_None;29;0.92;1211;1366;28;0.67;1177;1244;1;0.25;1201;1352;#N/A;#N/A;#N/A;#N/A;2;0.01;913;1140;Cancer;0;43;0;213;0;923;0;430;0;288;0.01138469;904;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0.002217479;630;1;0.08;N;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1308;ZNF440;ENSG00000171295;HGNC:20874;126070;Zinc finger protein 440;Q8IYI8;#N/A;https://platform.opentargets.org/target/ENSG00000171295;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;3031;1233;1360;1233;407;5_None;22;0.93;1302;1360;21;0.63;1273;1270;1;0.3;1201;1300;#N/A;#N/A;#N/A;#N/A;2;0.01;913;1233;Parkinson Disease;0;43;0;213;0.003695799;717;0;430;0;288;0;1354;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0.004434958;346;0;134;0;694;1;0.08;N;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1570;ZNF793;ENSG00000188227;HGNC:33115;390927;Zinc finger protein 793;Q6ZN11;#N/A;https://platform.opentargets.org/target/ENSG00000188227;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2907;1163;1347;1122;407;5_None;23;0.97;1285;1347;22;0.58;1252;1289;1;0.38;1201;1230;#N/A;#N/A;#N/A;#N/A;2;0.02;913;1122;Cancer;0;43;0;213;0.003695799;717;0;430;0;288;0.011826555;891;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1410;ZNF580;ENSG00000213015;HGNC:29473;51157;Zinc finger protein 580 (LDL-induced EC protein);Q9UK33;#N/A;https://platform.opentargets.org/target/ENSG00000213015;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.2 Other factors with up to three adjacent zinc fingers;3728;1523;1371;1189;1161;5_None;22;0.9;1302;1371;21;0.57;1273;1291;1;0.32;1201;1280;#N/A;#N/A;#N/A;#N/A;2;0.01;913;1189;Type 2 Diabetes Mellitus;0;43;0;213;0;923;0.004804538;279;0;288;0;1354;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0.005913278;508;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0574;NAIF1;ENSG00000171169;HGNC:25446;203245;Nuclear apoptosis-inducing factor 1;Q69YI7;#N/A;https://platform.opentargets.org/target/ENSG00000171169;0 Yet undefined DNA-binding domains;0.0 Uncharacterized;0.0.0 Uncharacterized/Undefined;2800;1085;1395;967;407;5_None;23;0.79;1285;1395;22;0.57;1252;1296;1;0.23;1201;1385;#N/A;#N/A;#N/A;#N/A;2;0.03;913;967;Parkinson Disease;0;43;0;213;0;923;0;430;0;288;0.016233384;792;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0.017555043;238;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1367;ZNF529;ENSG00000186020;HGNC:29328;57711;Zinc finger protein 529;Q6P280;#N/A;https://platform.opentargets.org/target/ENSG00000186020;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2937;1179;1423;1076;407;5_None;24;0.71;1268;1423;23;0.35;1239;1408;1;0.36;1201;1258;#N/A;#N/A;#N/A;#N/A;2;0.02;913;1076;Cancer;0;43;0;213;0.00308105;796;0;430;0;288;0.016631093;785;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;N;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1214;ZNF280A;ENSG00000169548;HGNC:18597;129025;Zinc finger protein 280A (3'OY11.1) (Suppressor of hairy wing homolog 1) (Zinc finger protein 636);P59817;#N/A;https://platform.opentargets.org/target/ENSG00000169548;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;3083;1274;1473;442;1161;5_None;21;0.54;1314;1473;20;0.33;1285;1413;1;0.21;1201;1411;#N/A;#N/A;#N/A;#N/A;2;0.21;913;442;Heart Failure;0;43;0;213;0;923;0;430;0;288;0.00764825;1008;0;526;0.207262834;15;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1542;ZNF765;ENSG00000196417;HGNC:25092;91661;Zinc finger protein 765;Q7L2R6;#N/A;https://platform.opentargets.org/target/ENSG00000196417;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;3074;1268;1429;477;1161;5_None;12;0.68;1449;1429;11;0.33;1436;1421;1;0.35;1201;1262;#N/A;#N/A;#N/A;#N/A;2;0.19;913;477;Type 2 Diabetes Mellitus;0;43;0;213;0;923;0;430;0;288;0.013304875;863;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0.171763857;142;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1465;ZNF660;ENSG00000144792;HGNC:26720;285349;Zinc finger protein 660;Q6AZW8;#N/A;https://platform.opentargets.org/target/ENSG00000144792;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2870;1133;1436;996;407;5_None;12;0.65;1449;1436;11;0.31;1436;1429;1;0.34;1201;1268;#N/A;#N/A;#N/A;#N/A;2;0.03;913;996;Cancer;0;43;0;213;0;923;0;430;0.014393082;96;0.014577872;833;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0252;FOXD4L4;ENSG00000184659;HGNC:23762;349334;Forkhead box protein D4-like 4 (FOXD4-like 4) (Forkhead box protein D4-like 2) (Forkhead box protein D4B) (Myeloid factor-gamma);Q8WXT5;#N/A;https://platform.opentargets.org/target/ENSG00000184659;3 Helix-turn-helix domains;3.3 Fork head / winged helix factors;3.3.1 FOX;3855;1549;1442;1245;1161;5_None;15;0.64;1401;1442;14;0.3;1380;1437;1;0.34;1201;1269;#N/A;#N/A;#N/A;#N/A;2;0.01;913;1245;Cancer;0;43;0;213;0;923;0;430;0;288;0.004065378;1150;0.003695799;395;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1209;ZNF274;ENSG00000171606;HGNC:13068;10782;Neurotrophin receptor-interacting factor homolog (Zinc finger protein 274) (Zinc finger protein HFB101) (Zinc finger protein with KRAB and SCAN domains 19) (Zinc finger protein zfp2) (Zf2);Q96GC6;https://jaspar.elixir.no/search?q=Q96GC6;https://platform.opentargets.org/target/ENSG00000171606;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;3136;1295;1485;1213;407;5_None;21;0.5;1314;1485;20;0.27;1285;1450;1;0.22;1201;1388;#N/A;#N/A;#N/A;#N/A;2;0.01;913;1213;Cancer;0;43;0;213;0;923;0;430;0;288;0.007925435;998;0;526;0;358;0;251;0;378;0.001478319;315;0;353;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1204;ZNF264;ENSG00000083844;HGNC:13057;9422;Zinc finger protein 264;O43296;#N/A;https://platform.opentargets.org/target/ENSG00000083844;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;3208;1340;1483;1287;407;5_None;19;0.5;1340;1483;18;0.26;1308;1458;1;0.24;1201;1364;#N/A;#N/A;#N/A;#N/A;2;0.01;913;1287;Alzheimer Disease;0;43;0;213;0.004519768;674;0;430;0;288;0.001847899;1265;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;N;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0524;MEIS3;ENSG00000105419;HGNC:29537;56917;Homeobox protein Meis3 (Meis1-related protein 2);Q99687;https://jaspar.elixir.no/search?q=Q99687;https://platform.opentargets.org/target/ENSG00000105419;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.4 TALE-type HD;2957;1191;1447;1072;407;5_None;32;0.62;1175;1447;31;0.24;1137;1472;1;0.37;1201;1233;#N/A;#N/A;#N/A;#N/A;2;0.02;913;1072;Cancer;0;43;0;213;0.004619748;659;0;430;0;288;0.015358302;810;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;N;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1297;ZNF428;ENSG00000131116;HGNC:20804;126299;Zinc finger protein 428 (Enzyme-like protein PIT13);Q96B54;#N/A;https://platform.opentargets.org/target/ENSG00000131116;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.0 Uncharacterized/Undefined;2901;1160;1460;1003;407;5_None;7;0.57;1551;1460;6;0.22;1549;1488;1;0.35;1201;1260;#N/A;#N/A;#N/A;#N/A;2;0.03;913;1003;Myocardial Infarction;0;43;0;213;0;923;0;430;0;288;0.002217479;1246;0;526;0;358;0;251;0.025512804;107;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0336;HES2;ENSG00000069812;HGNC:16005;54626;Transcription factor HES-2 (Class B basic helix-loop-helix protein 40) (bHLHb40) (Hairy and enhancer of split 2);Q9Y543;https://jaspar.elixir.no/search?q=Q9Y543;https://platform.opentargets.org/target/ENSG00000069812;1 Basic domains;1.2 Basic helix-loop-helix factors (bHLH);1.2.4 Hairy-related;3134;1293;1428;1268;407;5_None;33;0.68;1167;1428;32;0.19;1128;1507;1;0.49;1201;1185;#N/A;#N/A;#N/A;#N/A;2;0.01;913;1268;Cancer;0;43;0;213;0;923;0;430;0;288;0.004876401;1102;0.002217479;473;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;4;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0452;KCMF1;ENSG00000176407;HGNC:20589;56888;E3 ubiquitin-protein ligase KCMF1 (EC 2.3.2.27) (FGF-induced in gastric cancer) (Potassium channel modulatory factor) (PCMF) (RING-type E3 ubiquitin transferase KCMF1) (ZZ-type zinc finger-containing protein 1);Q9P0J7;#N/A;https://platform.opentargets.org/target/ENSG00000176407;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.0 Uncharacterized/Undefined;3758;1533;1512;1078;1161;5_None;24;0.41;1268;1512;23;0.19;1239;1508;1;0.22;1201;1398;#N/A;#N/A;#N/A;#N/A;2;0.02;913;1078;Cancer;0;43;0;213;0;923;0;430;0;288;0.011888152;890;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0.007391597;481;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1315;ZNF449;ENSG00000173275;HGNC:21039;203523;Zinc finger protein 449 (Zinc finger and SCAN domain-containing protein 19);Q6P9G9;https://jaspar.elixir.no/search?q=Q6P9G9;https://platform.opentargets.org/target/ENSG00000173275;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;3282;1388;1454;1390;407;5_None;6;0.59;1570;1454;5;0.15;1569;1530;1;0.44;1201;1216;#N/A;#N/A;#N/A;#N/A;2;0;913;1390;Alzheimer Disease;0;43;0;213;0.002087693;842;0;430;0;288;0.001478319;1275;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;N;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1366;ZNF528;ENSG00000167555;HGNC:29384;84436;Zinc finger protein 528;Q3MIS6;https://jaspar.elixir.no/search?q=Q3MIS6;https://platform.opentargets.org/target/ENSG00000167555;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2741;1066;1520;1039;127;5_None;15;0.39;1401;1520;14;0.14;1380;1543;1;0.26;1201;1335;#N/A;#N/A;#N/A;#N/A;2;0.02;913;1039;Osteoporosis;0;43;0;213;0;923;0;430;0;288;0.002012157;1260;0;526;0;358;0;251;0;378;0;352;0;353;0.021435632;55;0;497;0;134;0;694;2;0.15;Y;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1363;ZNF525;ENSG00000203326;HGNC:29423;170958;Zinc finger protein 525;Q8N782;#N/A;https://platform.opentargets.org/target/ENSG00000203326;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;3255;1368;1546;1271;407;5_None;6;0.32;1570;1546;5;0.03;1569;1607;1;0.29;1201;1304;#N/A;#N/A;#N/A;#N/A;2;0.01;913;1271;Cancer;0;43;0;213;0.002956639;800;0;430;0;288;0.004065378;1150;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1343;ZNF497;ENSG00000174586;HGNC:23714;162968;Zinc finger protein 497;Q6ZNH5;#N/A;https://platform.opentargets.org/target/ENSG00000174586;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;3171;1315;1573;1160;407;5_None;5;0.23;1587;1573;4;0.02;1581;1610;1;0.2;1201;1413;#N/A;#N/A;#N/A;#N/A;2;0.01;913;1160;Type 2 Diabetes Mellitus;0;43;0;213;0;923;0;430;0;288;0.002587059;1234;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0.009609076;449;1;0.08;N;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1244;ZNF329;ENSG00000181894;HGNC:14209;79673;Zinc finger protein 329;Q86UD4;#N/A;https://platform.opentargets.org/target/ENSG00000181894;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2035;709;813;784;407;5_None;89;5.11;837;813;87;4.69;801;522;2;0.42;1069;1219;#N/A;#N/A;#N/A;#N/A;2;0.07;913;784;Age-Related Macular Degeneration;0;43;0.06696012;38;0;923;0;430;0;288;0.003695799;1171;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0107;CGGBP1;ENSG00000163320;HGNC:1888;8545;CGG triplet repeat-binding protein 1 (CGG-binding protein 1) (20 kDa CGG-binding protein) (p20-CGGBP DNA-binding protein);Q9UFW8;#N/A;https://platform.opentargets.org/target/ENSG00000163320;0 Yet undefined DNA-binding domains;0.0 Uncharacterized;0.0.0 Uncharacterized/Undefined;1769;591;931;656;127;5_None;61;3.7;966;931;59;2.97;927;691;2;0.73;1069;1082;#N/A;#N/A;#N/A;#N/A;2;0.1;913;656;Type 2 Diabetes Mellitus;0;43;0;213;0;923;0;430;0;288;0.027449498;628;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0.076464141;197;2;0.15;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Pro-Longevity;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0870;SP5;ENSG00000204335;HGNC:14529;389058;Transcription factor Sp5;Q6BEB4;https://jaspar.elixir.no/search?q=Q6BEB4;https://platform.opentargets.org/target/ENSG00000204335;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.1 Three-zinc finger Krüppel-related;2151;764;939;1129;127;5_None;84;3.58;869;939;82;2.86;823;718;2;0.72;1069;1085;#N/A;#N/A;#N/A;#N/A;2;0.01;913;1129;Cancer;0;43;0;213;0;923;0;430;0;288;0.013324037;862;0.001478319;494;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;2;0.15;Y;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;1;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
